pnu,jiga
1114016200104190006,4990000
1114016200104200006,4840000
1114016200104230006,4840000
1114016200104290006,3600000
1114016200104300006,8462000
1114016200104310006,4759000
1114016200104320006,4748000
1114016200108210006,3290000
1114016200108220006,2458000
1114016200108230006,2320000
1114016200108240006,2675000
1114016200108250006,3224000
1114016200108260006,2652000
1114016200108280006,2717000
1114016200108290006,2419000
1114016200108440006,465000
1117013000100010006,7807000
1117013000100020006,8803000
1117013000100030006,7640000
1117013000100040006,9435000
1117013000100050006,8441000
1117013000100580006,22860000
1117013000100720006,12480000
1117013000101020006,9640000
1117013000101050006,10710000
1117013000101060006,9514000
1117013000101080006,9331000
1117013000101110006,10400000
1117013000101120006,12000000
1117013000101160006,10920000
1117013000101170006,29900000
1117013000101190006,6930000
1117013000101230006,12060000
1117013000101240006,18810000
1117013000101260006,9113000
1117013000101270006,28000000
1117013000101330006,9254000
1117013000101510006,4940000
1117013000101520006,5367000
1117013000101550006,5538000
1117013000101640006,4841000
1117013000101660006,4970000
1117013000101830006,16510000
1117013000101970006,4213000
1117013000101990006,4013000
1117013000102000006,4548000
1117013000102010006,5001000
1117013000102020006,5204000
1117013000102030006,5418000
1117013000102050006,5210000
1117013000102060006,4549000
1117013000102070006,5157000
1117013000102080006,4575000
1117013000102090006,4694000
1117013000102140006,3801000
1117013000102150006,4796000
1117013000102180006,1003000
1117013000102210006,4171000
1117013000102220006,4122000
1117013000102240006,3960000
1117013000102260006,12950000
1117013000102270006,5258000
1117013000102280006,10870000
1117013000102290006,3663000
1117013000102300006,7370000
1117013000102330006,3366000
1117013000102340006,11200000
1117013000102390006,8441000
1117013000102450006,5330000
1117013000102530006,4717000
1117013000102550006,5238000
1117013000102580006,8113000
1117013000102590006,2976000
1117013000102600006,999900
1117013000102610006,488200
1117013000102620006,1917000
1117013100106830006,7479000
1117013100106840006,6593000
1117013100106860006,6293000
1117013100106960006,5600000
1117013100107030006,13820000
1117013100107040006,2240000
1117013100107050006,6593000
1117013100107130006,4906000
1117013100107160006,3630000
1117013100107170006,3630000
1117013100107210006,6593000
1117013100107230006,5703000
1117013100107240006,6117000
1117013100107250006,1881000
1117013100107270006,4907000
1117013100107280006,1881000
1117013100107290006,5328000
1117013100107300006,4839000
1117013100107310006,1881000
1117013100107370006,9220000
1117013100107390006,22800000
1117013100107400006,9388000
1117013100107410006,11020000
1117013100107420006,11020000
1114013600100200007,1617000
1114013600100240007,4570000
1114013600100250007,4570000
1114013600100310007,7100000
1114013800100140007,5610000
1114013800100150007,12950000
1114013800100170007,8632000
1114013800100180007,8987000
1114013800100190007,8555000
1114013800100200007,8555000
1114013800100210007,9123000
1114013800100280007,4770000
1114013800100290007,8857000
1114013800100320007,1666000
1114013800100370007,4949000
1114013800100700007,6729000
1114013800100720007,2788000
1114013800100810007,6530000
1114013800100970007,2583000
1114013800101010007,6725000
1114013800101020007,6530000
1114013800101030007,3656000
1114013800101040007,5243000
1114013800101050007,5350000
1114013800101060007,5350000
1114013800101070007,1765000
1114013800101230007,4090000
1114013800101280007,4901000
1114013900100010007,2788000
1114013900100100007,8339000
1114013900100170007,3108000
1114013900100180007,8310000
1114013900100190007,8480000
1114013900100200007,4640000
1114013900100210007,8333000
1114013900100280007,4284000
1114013900100390007,5432000
1114013900100400007,1138000
1114013900100550007,4140000
1114013900100620007,6662000
1114013900100690007,4919000
1114013900100710007,1656000
1114013900100780007,1656000
1114014300100440007,3598000
1114014300100460007,2814000
1114014300100470007,3680000
1114014300100500007,4220000
1114014300100520007,1273000
1114014300100620007,4636000
1114014300100640007,5397000
1114014300100890007,3798000
1114014400100120007,4865000
1114014400100360007,3385000
1114014400100400007,3181000
1114014400101880007,5959000
1114014400101920007,1386000
1114014400101980007,1815000
1114014400102010007,3820000
1114014400102080007,867900
1114014400200050007,1060000
1114014400200060007,1060000
1114016200102970007,1768000
1114016200103080007,3830000
1114016200103100007,7830000
1114016200103110007,4332000
1114016200103220007,3909000
1114016200103300007,8407000
1114016200103320007,1673000
1114016200103330007,5070000
1114016200103340007,3050000
1114016200103360007,8510000
1114016200103380007,5407000
1114016200103400007,4262000
1114016200103420007,1452000
1114016200103430007,3814000
1114016200103480007,2946000
1114016200103530007,7240000
1114016200103550007,5230000
1114016200103580007,5334000
1114016200103590007,3088000
1114016200103610007,1920000
1114016200103630007,2267000
1114016200103660007,6831000
1114016200103670007,8967000
1114016200103690007,11620000
1114016200103720007,9004000
1114016200103740007,10400000
1114016200103770007,4693000
1114016200103810007,7176000
1114016200103860007,6510000
1114016200103870007,4419000
1114016200103880007,3113000
1114016200103910007,4650000
1114016200103950007,4069000
1114016200103990007,1461000
1114016200104000007,4181000
1114016200104010007,3654000
1114016200104020007,4167000
1114016200104030007,3250000
1114016200104050007,4060000
1114016200104060007,5726000
1114016200104070007,4585000
1114016200104100007,1811000
1114016200104110007,4014000
1114016200104120007,3964000
1114016200104130007,4017000
1114016200104140007,4095000
1114016200104150007,4140000
1114016200104170007,7720000
1114016200104190007,4600000
1114016200104200007,4840000
1114016200104220007,2781000
1114016200104240007,4600000
1114016200104250007,8261000
1114016200104290007,3312000
1114016200104310007,4759000
1114016200104320007,7170000
1114016200108210007,1085000
1114016200108220007,2458000
1114016200108230007,2756000
1114016200108240007,2675000
1114016200108260007,2593000
1114016200108440007,465000
1117013000100010007,7620000
1117013000100030007,3026000
1117013000100050007,7887000
1117013000100590007,22860000
1117013000100600007,22860000
1117013000101020007,9929000
1117013000101030007,8568000
1117013000101040007,10400000
1117013000101080007,9331000
1117013000101120007,11970000
1117013000101160007,11760000
1117013000101170007,29900000
1117013000101180007,6752000
1117013000101190007,13300000
1117013000101220007,4524000
1117013000101230007,14360000
1117013000101240007,26460000
1117013000101260007,11220000
1117013000101270007,28000000
1117013000101280007,13460000
1117013000101330007,9254000
1117013000101350007,3349000
1117013000101490007,5044000
1117013000101500007,1716000
1117013000101540007,5926000
1117013000101640007,4865000
1117013000101810007,4762000
1117013000101830007,4962000
1117013000101900007,5424000
1117013000101930007,4690000
1117013000101970007,5299000
1117013000101980007,4526000
1117013000101990007,3900000
1117013000102000007,4548000
1117013000102020007,4522000
1117013000102040007,5366000
1117013000102050007,5210000
1117013000102060007,4506000
1117013000102070007,5355000
1117013000102080007,4443000
1117013000102110007,4094000
1117013000102130007,4694000
1117013000102140007,3801000
1117013000102150007,4841000
1117013000102160007,4204000
1117013000102260007,12430000
1117013000102280007,10870000
1117013000102300007,4549000
1117013000102310007,3955000
1117013000102390007,5014000
1117013000102430007,4558000
1117013000102460007,3518000
1117013000102530007,6389000
1117013000102580007,7857000
1117013000102590007,2374000
1117013000102600007,999900
1117013000102800007,5460000
1117013000104570007,3820000
1117013000200010007,358400
1117013100100660007,9654000
1117013100106570007,6178000
1117013100106830007,6305000
1117013100106840007,6839000
1117013100106860007,6427000
1117013100106960007,5600000
1117013100107030007,5577000
1117013100107050007,6593000
1117013100107120007,1722000
1117013100107130007,4859000
1117013100107210007,6593000
1117013100107230007,5820000
1117013100107250007,1881000
1117013100107290007,5328000
1117013100107300007,1881000
1117013100107360007,22500000
1117013100107370007,11310000
1117013100107380007,9220000
1117013100107400007,8556000
1117013100107410007,11020000
1117013100107420007,11020000
1117013100107430007,11380000
1114013300100790008,3861000
1114013600100200008,1488000
1114013600100220008,4464000
1114013600100230008,4650000
1114013600100250008,4707000
1114013800100150008,8300000
1114013800100170008,2930000
1114013800100180008,8558000
1114013800100190008,4770000
1114013800100200008,2910000
1114013800100210008,3036000
1114013800100280008,4770000
1114013800100290008,4946000
1114013800100700008,6663000
1114013800100720008,2788000
1114013800100740008,7945000
1114013800100780008,6530000
1114013800100970008,2583000
1114013800101010008,6725000
1114013800101030008,3585000
1114013800101050008,5350000
1114013800101070008,4708000
1114013800101100008,3621000
1114013800101190008,7120000
1114013800101230008,4008000
1114013800101240008,4922000
1114013800101280008,5115000
1114013800101340008,1207000
1114013900100010008,2788000
1114013900100100008,8339000
1114013900100180008,4081000
1114013900100190008,8480000
1114013900100200008,2567000
1114013900100250008,1386000
1114013900100280008,4862000
1114013900100310008,7328000
1114013900100390008,2490000
1114013900100400008,1138000
1114013900100440008,2517000
1114013900100550008,3186000
1114013900100620008,6794000
1114013900100710008,1656000
1114013900100780008,4081000
1114013900100790008,3630000
1114014300100440008,3635000
1114014300100460008,2814000
1114014300100490008,3680000
1114014300100500008,1392000
1114014300100520008,3820000
1114014300100620008,4636000
1114014300100640008,5397000
1114014300100890008,1392000
1114014400100120008,2201000
1114014400100400008,1574000
1114014400101860008,3217000
1114014400101880008,5901000
1114014400101910008,4245000
1114014400101920008,4200000
1114014400101980008,1815000
1114014400102010008,3700000
1114014400102080008,1815000
1114014400200060008,1060000
1114014400200070008,1060000
1114016200103070008,5838000
1114016200103090008,8795000
1114016200103100008,7830000
1114016200103110008,4332000
1114016200103300008,4418000
1114016200103320008,1673000
1114016200103330008,4960000
1114016200103350008,4200000
1114016200103360008,8448000
1114016200103380008,1316000
1114016200103400008,8645000
1114016200103410008,1636000
1114016200103420008,1452000
1114016200103430008,3172000
1114016200103530008,7602000
1114016200103550008,7170000
1114016200103640008,1666000
1114016200103670008,8967000
1114016200103680008,9271000
1114016200103690008,7247000
1114016200103730008,5280000
1114016200103740008,10400000
1114016200103770008,4425000
1114016200103790008,5190000
1114016200103810008,8674000
1114016200103870008,6132000
1114016200103880008,2892000
1114016200103950008,4109000
1114016200103990008,4430000
1114016200104000008,4060000
1114016200104010008,4167000
1114016200104020008,4167000
1114016200104030008,1574000
1114016200104050008,4060000
1114016200104070008,4585000
1114016200104120008,4047000
1114016200104130008,4017000
1114016200104140008,4344000
1114016200104150008,4264000
1114016200104170008,4570000
1114016200104200008,4990000
1114016200104240008,4990000
1114016200104290008,3312000
1114016200104320008,7023000
1114016200108210008,3290000
1114016200108220008,2730000
1114016200108230008,2678000
1114016200108240008,2756000
1114016200108260008,900900
1114016200108420008,1145000
1114016200108440008,1818000
1117013000100060008,1947000
1117013000101020008,9640000
1117013000101030008,8653000
1117013000101040008,9620000
1117013000101080008,9331000
1117013000101110008,10710000
1117013000101120008,9615000
1117013000101160008,6407000
1117013000101170008,29900000
1117013000101180008,4915000
1117013000101190008,12880000
1117013000101230008,4389000
1117013000101260008,11220000
1117013000101330008,9254000
1117013000101350008,3349000
1117013000101420008,3349000
1117013000101470008,2323000
1117013000101480008,7520000
1117013000101500008,5044000
1117013000101620008,5590000
1117013000101640008,4841000
1117013000101690008,25530000
1117013000101810008,18710000
1117013000101930008,4009000
1117013000101980008,4526000
1117013000101990008,5201000
1117013000102030008,5210000
1117013000102040008,5210000
1117013000102050008,5210000
1117013000102060008,4506000
1117013000102070008,5366000
1117013000102080008,4581000
1117013000102100008,10870000
1117013000102110008,1597000
1117013000102130008,1528000
1117013000102140008,1459000
1117013000102150008,4841000
1117013000102160008,1452000
1117013000102250008,13200000
1117013000102270008,1884000
1117013000102280008,5215000
1117013000102300008,4694000
1117013000102310008,3966000
1117013000102320008,6019000
1117013000102430008,4512000
1117013000102460008,3705000
1117013000102520008,5405000
1117013000102550008,4000000
1117013000102580008,9072000
1117013000102590008,2703000
1117013000102600008,999900
1117013000102610008,6118000
1117013000102800008,6780000
1117013000200010008,369600
1117013100100660008,3960000
1117013100106570008,6672000
1117013100106820008,4862000
1117013100106830008,7420000
1117013100106840008,2263000
1117013100106930008,5600000
1117013100106960008,1881000
1117013100106990008,5580000
1117013100107050008,6552000
1117013100107120008,4661000
1117013100107170008,3630000
1117013100107210008,3630000
1117013100107230008,5820000
1117013100107250008,1881000
1117013100107270008,5415000
1117013100107290008,4972000
1117013100107300008,5466000
1117013100107310008,1881000
1117013100107360008,24440000
1117013100107370008,9524000
1117013100107380008,9220000
1117013100107390008,22800000
1117013100107410008,9602000
1117013100107420008,11020000
1117013100107430008,8460000
1114013200101160009,12750000
1114013600100180009,4841000
1114013600100200009,1488000
1114013600100220009,1062000
1114013600100230009,4650000
1114013800100170009,8982000
1114013800100200009,2910000
1114013800100210009,3036000
1114013800100280009,1574000
1114013800100720009,2788000
1114013800100780009,5791000
1114013800101030009,4490000
1114013800101050009,1765000
1114013800101060009,1765000
1114013800101070009,6693000
1114013800101190009,1782000
1114013800101230009,3930000
1114013800101280009,3812000
1114013800101340009,3550000
1114013900100100009,2808000
1114013900100180009,4391000
1114013900100190009,4081000
1114013900100200009,2638000
1114013900100280009,4862000
1114013900100290009,8431000
1114013900100310009,2788000
1114013900100390009,1848000
1114013900100400009,1138000
1114013900100440009,2517000
1114013900100460009,2290000
1114013900100550009,3186000
1114013900100610009,2349000
1114013900100620009,1366000
1114013900100690009,4919000
1114013900100710009,1197000
1114013900100780009,1656000
1114013900100790009,3630000
1114014300100350009,4219000
1114014300100440009,3672000
1114014300100460009,2680000
1114014300100470009,3460000
1114014300100480009,3820000
1114014300100490009,3980000
1114014300100600009,2653000
1114014300100620009,10400000
1114014300100630009,4670000
1114014400100260009,5870000
1114014400101880009,1890000
1114014400101890009,3234000
1114014400101980009,1815000
1114014400102010009,3700000
1114014400102080009,726000
1114016200102960009,1841000
1114016200102970009,5231000
1114016200103070009,1966000
1114016200103100009,9629000
1114016200103110009,4332000
1114016200103220009,3985000
1114016200103300009,1415000
1114016200103330009,4720000
1114016200103350009,4332000
1114016200103370009,1412000
1114016200103380009,3830000
1114016200103440009,2839000
1114016200103570009,5334000
1114016200103580009,9360000
1114016200103650009,6293000
1114016200103660009,6900000
1114016200103670009,8967000
1114016200103690009,12500000
1114016200103720009,2791000
1114016200103730009,5280000
1114016200103740009,10400000
1114016200103750009,4365000
1114016200103770009,4470000
1114016200103780009,4425000
1114016200103870009,6222000
1114016200103950009,3990000
1114016200103980009,4430000
1114016200103990009,4341000
1114016200104000009,4562000
1114016200104020009,4167000
1114016200104030009,6119000
1114016200104050009,3938000
1114016200104060009,1663000
1114016200104070009,4264000
1114016200104110009,4365000
1114016200104120009,3964000
1114016200104130009,4219000
1114016200104140009,4264000
1114016200104150009,4140000
1114016200104170009,4570000
1114016200104180009,4662000
1114016200104200009,4840000
1114016200104230009,4690000
1114016200104290009,3790000
1114016200104310009,1617000
1114016200104320009,3790000
1114016200108210009,2347000
1114016200108220009,2730000
1114016200108230009,2678000
1114016200108240009,2600000
1114016200108260009,2143000
1114016200108440009,465000
1117013000100060009,5664000
1117013000101030009,9520000
1117013000101040009,10400000
1117013000101080009,28700000
1117013000101110009,10710000
1117013000101120009,9900000
1117013000101160009,6338000
1117013000101180009,4970000
1117013000101190009,12880000
1117013000101230009,4389000
1117013000101240009,24500000
1117013000101260009,11220000
1117013000101280009,28000000
1117013000101330009,9823000
1117013000101350009,10200000
1117013000101420009,9640000
1117013000101640009,5069000
1117013000101660009,4865000
1117013000101680009,26860000
1117013000101690009,26600000
1117013000101810009,16510000
1117013000101900009,4992000
1117013000101930009,5367000
1117013000101990009,5201000
1117013000102010009,4841000
1117013000102030009,5418000
1117013000102040009,5210000
1117013000102050009,5210000
1117013000102060009,5039000
1117013000102070009,5366000
1117013000102080009,4489000
1117013000102110009,4694000
1117013000102130009,4224000
1117013000102150009,4344000
1117013000102220009,1897000
1117013000102250009,5707000
1117013000102270009,7770000
1117013000102300009,4225000
1117013000102390009,1656000
1117013000102430009,4558000
1117013000102460009,3705000
1117013000102470009,5865000
1117013000102520009,5460000
1117013000102550009,5400000
1117013000102580009,9170000
1117013000102590009,2577000
1117013000102600009,999900
1117013000102610009,6556000
1117013100106570009,6672000
1117013100106820009,4762000
1117013100106850009,7800000
1117013100107050009,4408000
1117013100107120009,4661000
1117013100107170009,3630000
1117013100107220009,7753000
1117013100107230009,5820000
1117013100107250009,1881000
1117013100107270009,4902000
1117013100107280009,5688000
1117013100107290009,5217000
1117013100107360009,24440000
1117013100107380009,5532000
1117013100107410009,9437000
1117013100107420009,11020000
1117013100107430009,8460000
1114013200101160010,13030000
1114013300100790010,3286000
1114013600100220010,3187000
1114013600100310010,7100000
1114013800100170010,8982000
1114013800100200010,8555000
1114013800100210010,3036000
1114013800100280010,4770000
1114013800100290010,2910000
1114013800100810010,8288000
1114013800101010010,6725000
1114013800101050010,5243000
1114013800101100010,3656000
1114013800101190010,2349000
1114013800101230010,3930000
1114013800101240010,4922000
1114013800101340010,3630000
1114013900100100010,6095000
1114013900100190010,2798000
1114013900100200010,4640000
1114013900100250010,3196000
1114013900100280010,4910000
1114013900100310010,2788000
1114013900100390010,4947000
1114013900100440010,1366000
1114013900100550010,4140000
1114013900100620010,6794000
1114013900100690010,1656000
1114013900100710010,4919000
1114013900100720010,5115000
1114013900100780010,1656000
1114013900100790010,3521000
1114014300100440010,4219000
1114014300100470010,1214000
1114014300100480010,3781000
1114014300100490010,3348000
1114014300100520010,3898000
1114014300100560010,2554000
1114014300100620010,10400000
1114014300100630010,4439000
1114014400100120010,6670000
1114014400100240010,3930000
1114014400100360010,3351000
1114014400101800010,5520000
1114014400101860010,2013000
1114014400101880010,3092000
1114014400101900010,7070000
1114014400101930010,6353000
1114014400102010010,3700000
1114014400200040010,1060000
1114016200102930010,8104000
1114016200102940010,4902000
1114016200102980010,3371000
1114016200103070010,4419000
1114016200103080010,1316000
1114016200103100010,9479000
1114016200103110010,6946000
1114016200103220010,3909000
1114016200103300010,8407000
1114016200103330010,1461000
1114016200103350010,4200000
1114016200103360010,2937000
1114016200103380010,3830000
1114016200103400010,4312000
1114016200103410010,5410000
1114016200103430010,3814000
1114016200103540010,3036000
1114016200103550010,8704000
1114016200103570010,5334000
1114016200103630010,5201000
1114016200103640010,4545000
1114016200103670010,8967000
1114016200103690010,4125000
1114016200103730010,5227000
1114016200103740010,10290000
1114016200103790010,5449000
1114016200103810010,7176000
1114016200103860010,4982000
1114016200103880010,3052000
1114016200103950010,4189000
1114016200103980010,4430000
1114016200103990010,4208000
1114016200104000010,4562000
1114016200104020010,4291000
1114016200104030010,3642000
1114016200104040010,2620000
1114016200104050010,3938000
1114016200104060010,5782000
1114016200104110010,4365000
1114016200104120010,4130000
1114016200104130010,4368000
1114016200104140010,4264000
1114016200104170010,4570000
1114016200104230010,4690000
1114016200104290010,6890000
1114016200104310010,5292000
1114016200104320010,3600000
1114016200108210010,3224000
1114016200108220010,2458000
1114016200108230010,2627000
1114016200108240010,2392000
1114016200108260010,2143000
1114016200108440010,465000
1117013000100040010,5900000
1117013000100060010,1947000
1117013000100640010,26600000
1117013000101020010,9900000
1117013000101080010,9331000
1117013000101120010,6650000
1117013000101160010,6407000
1117013000101190010,12880000
1117013000101230010,28700000
1117013000101270010,28000000
1117013000101330010,9975000
1117013000101350010,3366000
1117013000101490010,4841000
1117013000101550010,5207000
1117013000101590010,5200000
1117013000101620010,5424000
1117013000101640010,4965000
1117013000101650010,5356000
1117013000101660010,5019000
1117013000101840010,5121000
1117013000101900010,4992000
1117013000101910010,5595000
1117013000102000010,1719000
1117013000102040010,5366000
1117013000102050010,5210000
1117013000102060010,4506000
1117013000102070010,5251000
1117013000102080010,3966000
1117013000102110010,10870000
1117013000102150010,3896000
1117013000102250010,14010000
1117013000102270010,5099000
1117013000102300010,1597000
1117013000102310010,3886000
1117013000102320010,4009000
1117013000102390010,5014000
1117013000102430010,4558000
1117013000102460010,3820000
1117013000102470010,5108000
1117013000102510010,4679000
1117013000102520010,1801000
1117013000102540010,5449000
1117013000102550010,4860000
1117013000102580010,3131000
1117013000102590010,7525000
1117013000102600010,999900
1117013000104570010,3820000
1117013000200010010,384300
1117013100106570010,6790000
1117013100106820010,11440000
1117013100106830010,7420000
1117013100106840010,6722000
1117013100106850010,7800000
1117013100106990010,1881000
1117013100107040010,4059000
1117013100107050010,4408000
1117013100107070010,9636000
1117013100107120010,4906000
1117013100107220010,7148000
1117013100107230010,5820000
1117013100107250010,1881000
1117013100107270010,4902000
1117013100107280010,18680000
1117013100107290010,4634000
1117013100107300010,1881000
1117013100107360010,26130000
1117013100107370010,9251000
1117013100107390010,22800000
1117013100107400010,8556000
1117013100107410010,9455000
1117013100107420010,11020000
1117013100107430010,8460000
1114013200101160011,4299000
1114013200101250011,13450000
1114013600100210011,4464000
1114013600100220011,3220000
1114013600100250011,1508000
1114013600100260011,2062000
1114013800100170011,6988000
1114013800100180011,5104000
1114013800100190011,9200000
1114013800100280011,4722000
1114013800100320011,10600000
1114013800100810011,9013000
1114013800100850011,4854000
1114013800101190011,2257000
1114013800101230011,3930000
1114013800101240011,4692000
1114013800101280011,3420000
1114013800101340011,3630000
1114013900100100011,3702000
1114013900100170011,3108000
1114013900100180011,4990000
1114013900100210011,2808000
1114013900100280011,3924000
1114013900100310011,2788000
1114013900100360011,7281000
1114013900100390011,4947000
1114013900100460011,2290000
1114013900100620011,5300000
1114013900100690011,4919000
1114013900100710011,5115000
1114013900100720011,5115000
1114013900100780011,1656000
1114013900100790011,1197000
1114014300100470011,1214000
1114014300100480011,3980000
1114014300100490011,3348000
1114014300100500011,3830000
1114014300100520011,3629000
1114014300100630011,1663000
1114014400100360011,3351000
1114014400101860011,5580000
1114014400101880011,9276000
1114014400101890011,9800000
1114014400101910011,6450000
1114014400101920011,3738000
1114014400102010011,3700000
1114014400200050011,1060000
1114014400200070011,1060000
1114016200102930011,2791000
1114016200102940011,5490000
1114016200102960011,5290000
1114016200102980011,3402000
1114016200103080011,3990000
1114016200103100011,4504000
1114016200103110011,4025000
1114016200103220011,3985000
1114016200103300011,9479000
1114016200103330011,4080000
1114016200103350011,4200000
1114016200103400011,5720000
1114016200103410011,5410000
1114016200103430011,1247000
1114016200103530011,4436000
1114016200103540011,3259000
1114016200103550011,1725000
1114016200103570011,5439000
1114016200103590011,2781000
1114016200103640011,4413000
1114016200103660011,4380000
1114016200103670011,8967000
1114016200103690011,11750000
1114016200103730011,5280000
1114016200103740011,9921000
1114016200103770011,5770000
1114016200103790011,1811000
1114016200103810011,6770000
1114016200103860011,3250000
1114016200104000011,1428000
1114016200104010011,3978000
1114016200104020011,4167000
1114016200104030011,4770000
1114016200104050011,1339000
1114016200104060011,4412000
1114016200104070011,6330000
1114016200104100011,5358000
1114016200104120011,4006000
1114016200104140011,4264000
1114016200104150011,4140000
1114016200104170011,4570000
1114016200104210011,2706000
1114016200104250011,4695000
1114016200104310011,5292000
1114016200108210011,3224000
1114016200108220011,2678000
1114016200108230011,3048000
1114016200108240011,2652000
1114016200108260011,2143000
1114016200108440011,1818000
1117013000100050011,8441000
1117013000100640011,26600000
1117013000101020011,9996000
1117013000101030011,9900000
1117013000101120011,6650000
1117013000101160011,6407000
1117013000101190011,27130000
1117013000101230011,28700000
1117013000101270011,28000000
1117013000101330011,9975000
1117013000101350011,9588000
1117013000101420011,3349000
1117013000101490011,4841000
1117013000101640011,4841000
1117013000101660011,4820000
1117013000101900011,1884000
1117013000101990011,5070000
1117013000102010011,4841000
1117013000102040011,5366000
1117013000102060011,4506000
1117013000102080011,3966000
1117013000102100011,4225000
1117013000102110011,4094000
1117013000102130011,4400000
1117013000102160011,4117000
1117013000102230011,4078000
1117013000102250011,14010000
1117013000102270011,5481000
1117013000102300011,4094000
1117013000102310011,3970000
1117013000102320011,4009000
1117013000102390011,5014000
1117013000102450011,8259000
1117013000102460011,3820000
1117013000102520011,5460000
1117013000102550011,5400000
1117013000102580011,9869000
1117013000102590011,6738000
1117013000102600011,1339000
1117013100100330011,3597000
1117013100106570011,6790000
1117013100106820011,5570000
1117013100106850011,7800000
1117013100106990011,1881000
1117013100107040011,4408000
1117013100107050011,4408000
1117013100107220011,8335000
1117013100107230011,5820000
1117013100107250011,1881000
1117013100107270011,1881000
1117013100107290011,4828000
1117013100107300011,1881000
1117013100107360011,24550000
1117013100107370011,9440000
1117013100107380011,9220000
1117013100107390011,22720000
1117013100107410011,9455000
1117013100107430011,8460000
1114013600100200012,4464000
1114013600100220012,3220000
1114013600100230012,4789000
1114013600100250012,4985000
1114013600100260012,2062000
1114013800100150012,9071000
1114013800100180012,6374000
1114013800100320012,10600000
1114013800100720012,2788000
1114013800100850012,4854000
1114013800101050012,7120000
1114013800101060012,4708000
1114013800101280012,3420000
1114013800101340012,3630000
1114013900100100012,3740000
1114013900100180012,9796000
1114013900100190012,4081000
1114013900100200012,4640000
1114013900100250012,1102000
1114013900100280012,3924000
1114013900100390012,5100000
1114013900100460012,2517000
1114013900100550012,2788000
1114013900100620012,4858000
1114013900100690012,5020000
1114013900100720012,1656000
1114013900100780012,4081000
1114013900100790012,3738000
1114014300100470012,3680000
1114014300100480012,3980000
1114014300100500012,3830000
1114014300100620012,4830000
1114014400101870012,1890000
1114014400101890012,3234000
1114014400101900012,7070000
1114014400102010012,3700000
1114014400200050012,1060000
1114014400200070012,1060000
1114014400200140012,230000
1114016200102940012,5191000
1114016200102960012,5231000
1114016200102980012,3543000
1114016200103070012,3303000
1114016200103080012,3950000
1114016200103100012,4418000
1114016200103110012,6810000
1114016200103220012,3909000
1114016200103320012,1673000
1114016200103330012,3730000
1114016200103400012,1461000
1114016200103430012,1408000
1114016200103530012,1343000
1114016200103540012,3259000
1114016200103570012,5282000
1114016200103580012,3088000
1114016200103640012,4696000
1114016200103660012,7540000
1114016200103670012,4972000
1114016200103700012,3148000
1114016200103720012,2696000
1114016200103730012,9370000
1114016200103740012,3432000
1114016200103860012,3315000
1114016200103950012,3990000
1114016200104010012,4065000
1114016200104020012,4770000
1114016200104030012,4770000
1114016200104040012,2620000
1114016200104050012,1620000
1114016200104060012,4412000
1114016200104070012,4177000
1114016200104090012,4047000
1114016200104110012,4014000
1114016200104140012,4177000
1114016200104150012,4057000
1114016200104170012,1508000
1114016200104200012,4740000
1114016200104290012,1250000
1114016200104310012,5282000
1114016200108210012,1815000
1114016200108220012,2626000
1114016200108230012,3127000
1114016200108240012,2600000
1114016200108260012,2593000
1114016200108440012,1818000
1117013000100050012,8441000
1117013000100060012,5664000
1117013000100640012,25530000
1117013000101020012,10400000
1117013000101120012,6650000
1117013000101160012,4865000
1117013000101180012,6752000
1117013000101190012,26860000
1117013000101230012,28700000
1117013000101240012,13810000
1117013000101270012,30120000
1117013000101330012,10200000
1117013000101470012,1884000
1117013000101490012,4841000
1117013000101640012,5119000
1117013000101680012,29260000
1117013000101910012,4052000
1117013000101930012,1547000
1117013000101980012,4224000
1117013000101990012,4841000
1117013000102040012,5210000
1117013000102060012,4549000
1117013000102070012,5607000
1117013000102080012,5204000
1117013000102100012,4094000
1117013000102110012,11100000
1117013000102130012,4078000
1117013000102140012,3841000
1117013000102150012,4013000
1117013000102160012,1287000
1117013000102250012,13720000
1117013000102270012,5481000
1117013000102300012,4143000
1117013000102310012,4009000
1117013000102320012,4009000
1117013000102390012,5014000
1117013000102430012,4512000
1117013000102460012,3820000
1117013000102470012,5792000
1117013000102510012,4125000
1117013000102550012,1782000
1117013000102580012,9490000
1117013000102590012,6814000
1117013000102610012,6058000
1117013000102800012,5618000
1117013100100330012,3597000
1117013100100660012,9654000
1117013100106570012,6919000
1117013100106700012,2240000
1117013100106820012,11780000
1117013100106830012,6305000
1117013100106840012,7800000
1117013100106850012,7800000
1117013100106990012,1881000
1117013100107040012,4408000
1117013100107070012,3630000
1117013100107120012,1722000
1117013100107170012,3630000
1117013100107190012,7642000
1117013100107230012,5820000
1117013100107250012,1881000
1117013100107270012,1881000
1117013100107280012,1881000
1117013100107290012,5328000
1117013100107300012,1881000
1117013100107360012,24440000
1117013100107370012,9440000
1117013100107390012,22720000
1117013100107410012,9455000
1117013100107420012,11020000
1117013100107430012,11020000
1114013200101320013,5610000
1114013600100200013,3795000
1114013600100210013,4464000
1114013600100220013,1508000
1114013600100250013,4615000
1114013600100260013,2062000
1114013800100170013,7865000
1114013800100180013,1646000
1114013800100210013,3036000
1114013800100280013,4766000
1114013800100290013,2910000
1114013800100320013,5050000
1114013800100720013,5850000
1114013800100740013,7451000
