pnu,jiga
1114014300100620046,4636000
1114014400101920046,3229000
1114014400200140046,265800
1114016200102950046,3184000
1114016200103210046,1329000
1114016200103330046,4200000
1114016200103690046,4389000
1114016200103700046,8741000
1114016200103750046,5418000
1114016200103770046,4200000
1114016200103790046,1749000
1114016200103860046,3060000
1114016200104320046,2907000
1117013000100050046,6254000
1117013000101010046,10710000
1117013000101350046,3366000
1117013000101660046,5069000
1117013000101810046,4962000
1117013000101930046,4643000
1117013000102050046,1719000
1117013000102060046,5090000
1117013000102100046,4055000
1117013000102110046,10870000
1117013000102120046,4244000
1117013000102150046,3939000
1117013000102240046,6002000
1117013000102250046,5241000
1117013000102510046,4130000
1117013000102550046,6826000
1117013000102580046,7617000
1117013000102600046,4050000
1117013000102610046,1983000
1117013000102620046,5229000
1117013000200010046,378000
1117013100106830046,6305000
1117013100106840046,7862000
1117013100106850046,5460000
1117013100107260046,5350000
1117013100107270046,1881000
1117013100107330046,9254000
1117013100107360046,3121000
1117013100107370046,9560000
1114013600100180047,1617000
1114013600100220047,4943000
1114013900100280047,2490000
1114014300100480047,3900000
1114014300100500047,3864000
1114014300100560047,4370000
1114014300100620047,4636000
1114014400101930047,1567000
1114014400200140047,284200
1114016200102940047,8330000
1114016200102950047,10130000
1114016200103210047,3909000
1114016200103330047,4330000
1114016200103400047,4400000
1114016200103530047,3230000
1114016200103610047,9730000
1114016200103660047,2171000
1114016200103690047,13300000
1114016200103720047,4240000
1114016200103770047,4074000
1114016200103790047,1712000
1114016200103860047,3060000
1114016200104030047,1072000
1114016200104320047,2821000
1117013000100050047,6254000
1117013000101010047,7056000
1117013000101350047,3349000
1117013000101660047,4865000
1117013000101930047,4690000
1117013000102050047,1719000
1117013000102100047,4055000
1117013000102120047,1494000
1117013000102150047,5088000
1117013000102250047,5296000
1117013000102510047,4130000
1117013000102580047,7617000
1117013000102600047,4050000
1117013000102610047,1983000
1117013000102620047,5176000
1117013000200010047,350000
1117013100106830047,7271000
1117013100106850047,5460000
1117013100107070047,3630000
1117013100107230047,4487000
1117013100107260047,5187000
1117013100107270047,1881000
1117013100107290047,18500000
1117013100107330047,9061000
1117013100107360047,3121000
1117013100107370047,9560000
1114013600100180048,1821000
1114013600100220048,4943000
1114013900100280048,1848000
1114013900100790048,3027000
1114014300100480048,3781000
1114014300100500048,3827000
1114014300100560048,4329000
1114014300100620048,4636000
1114014400101860048,1956000
1114014400101930048,3784000
1114014400200140048,298000
1114016200102870048,2898000
1114016200102950048,2874000
1114016200103090048,2937000
1114016200103210048,4030000
1114016200103530048,3259000
1114016200103660048,2171000
1114016200103690048,11970000
1114016200103700048,5770000
1114016200103720048,3930000
1114016200103730048,1118000
1114016200103750048,5490000
1114016200103770048,4284000
1114016200103790048,1904000
1114016200103860048,3056000
1114016200104320048,2907000
1117013000100050048,1656000
1117013000101010048,8386000
1117013000101350048,9640000
1117013000102060048,5039000
1117013000102100048,4055000
1117013000102120048,4380000
1117013000102140048,1452000
1117013000102250048,4766000
1117013000102510048,4750000
1117013000102580048,7580000
1117013000102600048,4500000
1117013000102620048,5176000
1117013000200010048,375200
1117013100100600048,1782000
1117013100106850048,18960000
1117013100107230048,4478000
1117013100107260048,5187000
1117013100107270048,1881000
1117013100107290048,18500000
1117013100107330048,9640000
1117013100107360048,9308000
1114013600100180049,1821000
1114013600100220049,3220000
1114013900100280049,4460000
1114014300100480049,3980000
1114014300100500049,3345000
1114014300100620049,4636000
1114014400101860049,1890000
1114014400101920049,3273000
1114014400101930049,4191000
1114014400200040049,1815000
1114016200102950049,1679000
1114016200102960049,2606000
1114016200103080049,4448000
1114016200103090049,9746000
1114016200103210049,4030000
1114016200103370049,1316000
1114016200103660049,2171000
1114016200103680049,2392000
1114016200103690049,3366000
1114016200103700049,5770000
1114016200103720049,8460000
1114016200103730049,9380000
1114016200103750049,5490000
1114016200103770049,4425000
1114016200103790049,1904000
1114016200104320049,940500
1117013000101010049,3181000
1117013000101350049,9744000
1117013000101360049,6823000
1117013000101930049,4690000
1117013000102100049,4225000
1117013000102140049,1452000
1117013000102150049,5088000
1117013000102510049,6122000
1117013000102550049,6020000
1117013000102600049,4500000
1117013000102620049,5229000
1117013000200010049,378000
1117013100106570049,6916000
1117013100106830049,6784000
1117013100106840049,5752000
1117013100106850049,7800000
1117013100107260049,5187000
1117013100107270049,1881000
1117013100107290049,5494000
1117013100107330049,9978000
1117013100107360049,7757000
1117013100107370049,9753000
1114013900100280050,1471000
1114014300100500050,3481000
1114014300100620050,4636000
1114014400101930050,3785000
1114014400200040050,1060000
1114016200102950050,3184000
1114016200103080050,3870000
1114016200103090050,8407000
1114016200103330050,4290000
1114016200103690050,5548000
1114016200103700050,9407000
1114016200103750050,4365000
1114016200103770050,4153000
1114016200103860050,2998000
1117013000100050050,7887000
1117013000100570050,6980000
1117013000101180050,4915000
1117013000101350050,10020000
1117013000101810050,18710000
1117013000101930050,4690000
1117013000102100050,4225000
1117013000102140050,3647000
1117013000102150050,1749000
1117013000102510050,4797000
1117013000102550050,6020000
1117013000102580050,7580000
1117013000102600050,4500000
1117013000102610050,3750000
1117013000102620050,5542000
1117013100106570050,6916000
1117013100106840050,5633000
1117013100107260050,5187000
1117013100107290050,5494000
1117013100107330050,9978000
1117013100107360050,9308000
1117013100107370050,25000000
1114013900100280051,4284000
1114014300100620051,4636000
1114014400200140051,216200
1114016200103080051,4496000
1114016200103090051,8407000
1114016200103210051,1329000
1114016200103370051,5300000
1114016200103690051,6750000
1114016200103700051,9020000
1114016200103770051,4284000
1114016200103860051,2998000
1114016200104320051,2187000
1117013000100050051,1656000
1117013000100570051,23100000
1117013000101180051,4389000
1117013000101350051,10200000
1117013000101810051,8547000
1117013000101930051,4690000
1117013000102050051,7420000
1117013000102140051,1452000
1117013000102150051,3861000
1117013000102240051,5410000
1117013000102250051,4920000
1117013000102510051,4892000
1117013000102580051,7548000
1117013000102600051,4680000
1117013000102610051,3750000
1117013000102620051,5176000
1117013100106840051,6517000
1117013100107230051,1722000
1117013100107260051,5563000
1117013100107270051,2993000
1117013100107290051,5328000
1117013100107330051,9978000
1114013200101250052,13060000
1114013900100280052,4762000
1114014300100480052,3976000
1114014300100500052,3411000
1114014300100560052,2554000
1114014300100620052,4636000
1114014400101930052,4987000
1114016200103210052,4070000
1114016200103330052,4330000
1114016200103400052,5020000
1114016200103660052,3532000
1114016200103680052,8967000
1114016200103690052,6615000
1114016200103700052,8481000
1114016200103720052,3930000
1114016200103730052,5280000
1114016200103750052,1811000
1114016200103770052,4153000
1114016200103790052,5828000
1114016200103860052,3056000
1114016200104030052,4171000
1114016200104320052,2187000
1117013000100050052,1947000
1117013000100640052,25530000
1117013000101810052,5570000
1117013000102140052,3647000
1117013000102150052,4049000
1117013000102550052,4811000
1117013000102580052,7941000
1117013000102600052,4500000
1117013000102610052,3787000
1117013000102620052,4444000
1117013100106830052,6784000
1117013100107230052,5418000
1117013100107260052,5460000
1117013100107290052,5494000
1114013200101250053,8134000
1114014300100620053,4636000
1114014400101930053,3785000
1114016200103090053,9479000
1114016200103210053,4025000
1114016200103330053,4200000
1114016200103400053,4873000
1114016200103660053,3532000
1114016200103700053,9325000
1114016200103720053,4367000
1114016200103730053,8901000
1114016200103770053,4284000
1114016200103790053,1811000
1114016200103860053,4982000
1114016200104320053,2210000
1117013000100050053,1656000
1117013000100640053,26600000
1117013000101180053,11300000
1117013000101350053,10090000
1117013000101810053,5570000
1117013000102100053,4121000
1117013000102120053,1445000
1117013000102140053,3999000
1117013000102240053,5410000
1117013000102510053,4797000
1117013000102580053,7883000
1117013000102600053,4500000
1117013000102620053,6280000
1117013100106830053,6860000
1117013100106840053,7862000
1117013100107230053,5581000
1117013100107260053,5350000
1117013100107270053,8259000
1117013100107290053,5494000
1117013100107320053,6198000
1117013100107330053,3333000
1114014300100500054,3820000
1114014300100560054,7740000
1114014400101860054,16200000
1114014400200040054,1815000
1114016200103080054,1316000
1114016200103210054,4070000
1114016200103330054,4330000
1114016200103400054,5130000
1114016200103660054,3430000
1114016200103680054,7710000
1114016200103690054,6750000
1114016200103700054,2786000
1114016200103720054,1399000
1114016200103750054,5490000
1114016200103770054,4153000
1114016200103790054,1811000
1114016200104320054,2210000
1117013000100640054,25530000
1117013000101180054,11300000
1117013000101350054,3181000
1117013000101810054,18710000
1117013000102100054,4646000
1117013000102120054,1445000
1117013000102140054,3955000
1117013000102150054,4351000
1117013000102550054,4526000
1117013000102600054,4585000
1117013000102610054,3750000
1117013100107230054,5011000
1117013100107260054,9445000
1117013100107270054,8259000
1117013100107290054,5550000
1117013100107370054,9440000
1114014300100560055,2554000
1114014300100620055,4636000
1114014400101930055,4987000
1114014400200040055,1060000
1114014400200070055,1060000
1114014400200140055,1060000
1114016200103080055,5173000
1114016200103210055,3909000
1114016200103330055,1428000
1114016200103370055,5565000
1114016200103400055,4873000
1114016200103660055,3430000
1114016200103680055,7710000
1114016200103690055,4389000
1114016200103700055,9392000
1114016200103720055,4324000
1114016200103770055,4200000
1114016200103790055,1712000
1114016200103860055,2998000
1114016200104320055,2210000
1117013000100640055,26600000
1117013000101010055,9524000
1117013000101180055,12240000
1117013000101350055,10200000
1117013000101810055,1838000
1117013000102050055,7420000
1117013000102120055,4268000
1117013000102150055,1749000
1117013000102240055,5853000
1117013000102250055,4772000
1117013000102510055,4655000
1117013000102580055,999900
1117013000102600055,4585000
1117013000102610055,3750000
1117013100106830055,6050000
1117013100107070055,9361000
1117013100107230055,1722000
1117013100107260055,1952000
1117013100107270055,3026000
1117013100107290055,5550000
1117013100107330055,10560000
1114014300100560056,7740000
1114014300100620056,10400000
1114014400101930056,4510000
1114014400200070056,1060000
1114014400200140056,1060000
1114016200103080056,9417000
1114016200103210056,3909000
1114016200103400056,4873000
1114016200103660056,3361000
1114016200103680056,10440000
1114016200103690056,4389000
1114016200103700056,10010000
1114016200103750056,1811000
1114016200103790056,7360000
1114016200103860056,2998000
1117013000101180056,4820000
1117013000101350056,10020000
1117013000101810056,5792000
1117013000102050056,7420000
1117013000102100056,4094000
1117013000102140056,1452000
1117013000102150056,4171000
1117013000102240056,4571000
1117013000102250056,4920000
1117013000102510056,4750000
1117013000102580056,2748000
1117013000102600056,4680000
1117013000102610056,3750000
1117013000102620056,6010000
1117013100106830056,6722000
1117013100107230056,1722000
1117013100107260056,1925000
1117013100107270056,9435000
1117013100107290056,5494000
1117013100107330056,3366000
1114014300100500057,3830000
1114014300100560057,4370000
1114014300100620057,4636000
1114014400101860057,4758000
1114014400101910057,4290000
1114014400101930057,4464000
1114014400200140057,215100
1114016200103210057,3985000
1114016200103330057,4330000
1114016200103370057,1412000
1114016200103400057,4532000
1114016200103490057,8920000
1114016200103530057,3133000
1114016200103680057,2544000
1114016200103700057,3148000
1114016200103750057,4280000
1114016200103770057,4057000
1114016200103860057,5029000
1114016200104030057,3315000
1114016200104320057,2850000
1117013000101180057,4865000
1117013000101350057,9282000
1117013000101810057,4962000
1117013000101930057,4502000
1117013000102050057,5340000
1117013000102140057,1452000
1117013000102150057,4620000
1117013000102240057,3960000
1117013000102510057,4655000
1117013000102580057,2672000
1117013000102600057,4500000
1117013000102610057,3750000
1117013100106830057,6356000
1117013100107230057,4358000
1117013100107290057,6105000
1117013100107330057,9696000
1117013100107370057,23870000
1114013900100790058,1534000
1114014300100560058,4510000
1114014300100620058,4636000
1114014400101860058,4758000
1114014400101910058,4716000
1114014400101920058,3327000
1114014400101930058,4464000
1114014400200140058,1060000
1114016200103210058,4070000
1114016200103370058,1749000
1114016200103400058,4400000
1114016200103490058,1405000
1114016200103530058,4070000
1114016200103610058,9730000
1114016200103660058,1131000
1114016200103680058,7710000
1114016200103700058,9444000
1114016200103720058,4494000
1114016200103770058,3864000
1114016200103860058,5029000
1114016200103870058,1646000
1117013000101180058,2273000
1117013000101930058,4549000
1117013000102050058,5607000
1117013000102100058,4055000
1117013000102140058,3841000
1117013000102150058,5577000
1117013000102240058,1452000
1117013000102550058,5478000
1117013000102580058,999900
1117013000102600058,4500000
1117013000102610058,3750000
1117013000102620058,5829000
1117013100106830058,6356000
1117013100107290058,5550000
1117013100107330058,3333000
1117013100107370058,10110000
1114014300100500059,1313000
1114014300100560059,4329000
1114014300100620059,4636000
1114014400101910059,2128000
1114014400101920059,2963000
1114014400200140059,1060000
1114016200103080059,8042000
1114016200103090059,9746000
1114016200103210059,3985000
1114016200103330059,4330000
1114016200103400059,4532000
1114016200103660059,3258000
1114016200103680059,8460000
1114016200103690059,10410000
1114016200103700059,10010000
1114016200103720059,4367000
1114016200103730059,1208000
1114016200103770059,7720000
1114016200103870059,1646000
1117013000100050059,7887000
1117013000101180059,6890000
1117013000101350059,11950000
1117013000102050059,5340000
1117013000102100059,4094000
1117013000102120059,1553000
1117013000102140059,4268000
1117013000102150059,5577000
1117013000102510059,4655000
1117013000102580059,1037000
1117013000102600059,4500000
1117013000102610059,4245000
1117013100106830059,7566000
1117013100107230059,4478000
1117013100107290059,5792000
1114014300100500060,5342000
1114014300100560060,4329000
1114014300100620060,4636000
1114014400101860060,4620000
1114014400101920060,709500
1114016200102920060,8525000
1114016200103210060,3868000
1114016200103330060,4960000
1114016200103370060,1412000
1114016200103490060,4302000
1114016200103530060,3133000
1114016200103660060,3327000
1114016200103680060,8460000
1114016200103700060,9444000
1114016200103860060,2998000
1114016200103870060,1551000
1114016200104030060,2990000
1114016200104320060,2850000
1117013000100050060,9435000
1117013000101810060,5570000
1117013000101930060,4052000
1117013000102120060,1476000
1117013000102140060,3916000
1117013000102150060,5244000
1117013000102240060,5520000
1117013000102250060,14010000
1117013000102510060,5320000
1117013000102580060,2791000
1117013000102600060,4770000
1117013000102610060,4245000
1117013000200010060,353100
1117013100106830060,8112000
1117013100107070060,3672000
1117013100107230060,1722000
1117013100107270060,7334000
1117013100107320060,5960000
1117013100107370060,9753000
1114013900100790061,4417000
1114014300100560061,4555000
1114014300100620061,4636000
1114014400101860061,4620000
1114014400101910061,2128000
1114014400101920061,2150000
1114014400200040061,1060000
1114014400200140061,2526000
1114016200102980061,3440000
1114016200103090061,465000
1114016200103210061,4030000
1114016200103330061,4960000
1114016200103370061,1412000
1114016200103400061,5417000
1114016200103680061,2791000
1114016200103700061,10290000
1114016200104030061,3315000
1117013000100050061,3154000
1117013000101010061,9524000
1117013000101180061,2273000
1117013000101350061,9744000
1117013000101930061,4094000
1117013000102120061,1445000
1117013000102140061,3647000
1117013000102150061,5295000
1117013000102430061,7282000
1117013000102510061,1950000
1117013000102580061,7393000
1117013000102600061,3542000
1117013000102610061,4245000
1117013000102620061,5984000
1117013100100600061,5400000
1117013100106830061,6629000
1117013100107070061,3630000
1117013100107260061,5082000
1117013100107330061,9978000
1117013100107370061,24180000
1114013800100840062,2524000
1114014300100560062,4329000
1114014300100620062,4636000
1114014400101860062,1524000
1114014400101910062,2128000
1114014400101920062,2064000
1114014400102000062,1815000
1114016200102980062,3371000
1114016200103080062,3870000
1114016200103090062,1469000
1114016200103210062,4030000
1114016200103400062,4969000
1114016200103610062,3088000
1114016200103660062,1131000
1114016200103680062,8967000
1114016200103700062,3432000
1114016200103770062,1366000
1114016200103860062,2998000
1114016200103870062,1445000
1114016200104030062,1072000
1114016200104320062,2143000
1117013000101180062,6752000
1117013000101350062,10280000
1117013000102100062,4094000
1117013000102120062,5121000
1117013000102140062,3916000
1117013000102150062,3900000
1117013000102430062,4563000
1117013000102550062,6200000
1117013000102580062,7178000
1117013000102600062,3542000
1117013000102610062,4245000
1117013100106830062,7000000
1117013100106840062,6767000
1117013100107230062,5581000
1117013100107260062,5136000
1117013100107370062,8813000
1114014300100560063,4329000
1114014300100620063,4636000
1114014400101920063,2150000
1114014400200040063,1060000
1114014400200140063,1060000
1114016200102940063,6195000
1114016200102980063,3440000
1114016200103080063,5330000
1114016200103090063,1619000
1114016200103210063,3945000
1114016200103330063,4960000
1114016200103400063,5020000
1114016200103490063,4190000
1114016200103530063,6250000
1114016200103680063,8967000
1114016200103700063,1887000
1114016200103860063,2998000
1114016200104320063,2143000
1117013000101180063,2273000
1117013000102100063,4094000
1117013000102120063,4244000
1117013000102140063,3647000
1117013000102510063,6520000
1117013000102580063,7324000
1117013000102600063,3653000
1117013000102610063,3862000
1117013000102620063,1917000
1117013100106830063,6174000
1117013100106840063,6928000
1117013100107230063,1722000
1117013100107330063,10190000
1117013100107370063,9902000
1114013900100790064,3073000
1114014300100560064,4329000
1114014300100620064,4636000
1114014400101920064,2064000
1114014400200040064,1260000
1114014400200140064,3700000
1114016200102940064,8310000
1114016200103080064,5330000
1114016200103090064,1885000
1114016200103210064,1329000
1114016200103330064,1673000
1114016200103400064,4822000
1114016200103490064,5227000
1114016200103530064,6250000
1114016200103660064,4431000
1114016200103680064,8460000
1114016200103690064,6615000
1114016200103700064,9999000
1114016200103730064,10710000
1114016200103770064,4264000
1114016200103860064,2998000
1114016200103870064,1966000
1114016200104030064,4291000
1114016200104320064,2143000
1117013000101180064,6890000
1117013000101350064,9557000
1117013000102120064,3841000
1117013000102140064,3647000
1117013000102150064,4017000
1117013000102240064,4816000
1117013000102550064,1782000
1117013000102580064,7393000
1117013000102600064,4500000
1117013000102610064,3862000
1117013100100600064,1765000
1117013100107230064,4447000
1117013100107270064,1881000
1117013100107370064,9440000
1114013900100790065,4650000
1114014300100560065,4329000
1114014400101860065,3730000
1114014400101910065,2333000
1114014400101920065,2064000
1114014400101930065,4464000
1114016200102980065,3402000
1114016200103080065,4448000
1114016200103090065,1885000
1114016200103330065,5374000
1114016200103400065,4822000
1114016200103490065,1742000
1114016200103530065,4753000
1114016200103660065,1131000
1114016200103680065,2791000
1114016200103700065,3333000
1114016200103720065,6921000
1114016200103730065,10710000
1114016200103860065,2998000
1114016200103870065,1966000
1114016200104030065,3250000
1114016200104320065,2143000
1117013000101350065,9588000
1117013000102100065,3663000
1117013000102120065,1452000
1117013000102140065,1452000
1117013000102150065,4017000
1117013000102240065,1623000
1117013000102510065,6343000
1117013000102550065,6020000
1117013000102580065,7710000
1117013000102600065,4500000
1117013000102610065,1983000
1117013100100600065,1765000
1117013100106830065,7000000
1117013100106840065,6990000
1117013100107330065,9978000
1117013100107370065,9902000
1114013900100790066,4650000
1114014300100560066,4370000
1114014400101860066,1524000
1114014400101920066,2064000
1114014400102000066,3724000
1114016200102920066,8104000
1114016200102940066,8310000
1114016200103080066,3870000
1114016200103090066,1651000
1114016200103310066,4557000
1114016200103330066,5417000
1114016200103400066,4873000
1114016200103490066,4635000
1114016200103530066,4436000
1114016200103680066,10900000
1114016200103720066,6530000
1114016200103860066,3710000
1114016200103870066,1966000
1114016200104030066,6510000
1114016200104320066,2143000
1117013000102120066,1452000
1117013000102140066,1452000
1117013000102430066,9200000
1117013000102550066,5959000
1117013000102580066,7617000
1117013000102600066,3542000
1117013000102610066,6010000
1117013100100600066,1765000
1117013100106830066,6174000
1117013100106840066,6990000
1117013100107260066,5350000
1117013100107370066,9723000
1114013600100110067,4752000
1114013900100790067,3073000
1114014300100560067,4329000
1114014400101910067,2333000
1114014400101920067,2064000
1114014400200140067,2704000
1114016200102940067,8310000
1114016200102980067,5496000
1114016200103080067,3870000
1114016200103090067,1486000
1114016200103310067,1432000
1114016200103330067,5680000
1114016200103400067,4873000
1114016200103490067,4224000
1114016200103530067,1362000
1114016200103660067,2994000
1114016200103680067,11600000
1114016200103700067,3696000
1114016200103770067,1477000
1117013000102120067,4244000
1117013000102140067,1452000
1117013000102150067,3692000
1117013000102240067,1623000
1117013000102510067,5208000
1117013000102580067,7710000
1117013000102600067,4500000
1117013100106830067,7000000
1117013100106840067,6791000
1117013100106860067,2102000
1117013100107070067,3630000
1117013100107260067,3026000
1117013100107290067,4812000
1117013100107330067,10100000
1117013100107370067,9723000
1114013900100790068,3073000
1114014300100560068,4510000
1114014300100620068,3432000
1114014400101860068,1524000
1114014400101910068,1794000
1114014400101920068,3010000
1114014400101930068,3764000
1114014400200140068,2704000
1114016200102980068,5496000
1114016200103090068,1458000
1114016200103400068,4532000
1114016200103480068,7870000
1114016200103530068,4006000
1114016200103660068,4133000
1114016200103680068,9593000
1114016200103700068,9377000
1114016200103720068,3871000
1114016200104030068,1574000
1114016200104320068,2165000
1117013000101180068,2273000
1117013000101930068,4221000
1117013000102100068,11100000
1117013000102120068,4239000
1117013000102140068,3955000
1117013000102240068,1623000
1117013000102510068,5208000
1117013000102550068,6020000
1117013000102600068,4455000
1117013000102610068,6010000
1117013100106830068,7000000
1117013100106840068,6174000
1117013100107070068,3630000
1117013100107260068,1801000
1117013100107290068,5580000
1117013100107330068,10560000
1114014300100560069,4510000
1114014300100620069,10400000
1114014400101860069,3730000
1114014400101910069,1415000
1114014400101920069,3010000
1114014400101930069,4161000
1114014400200140069,280000
1114016200102980069,5496000
1114016200103330069,5070000
1114016200103400069,4312000
1114016200103530069,1362000
1114016200103660069,4133000
1114016200103680069,9593000
1114016200103700069,9540000
1114016200103720069,3871000
1114016200104030069,1966000
1114016200104320069,2850000
1117013000101810069,4934000
1117013000101930069,4221000
1117013000102100069,8547000
1117013000102120069,4268000
1117013000102240069,1623000
1117013000102430069,5599000
1117013000102510069,5208000
1117013000102580069,7478000
1117013100100600069,1765000
1117013100106830069,6356000
1117013100106840069,2263000
1117013100107260069,3161000
1117013100107330069,9244000
1117013100107370069,9524000
1114014300100560070,4329000
1114014400102000070,4153000
1114014400200140070,243000
1114016200102980070,1135000
1114016200103210070,6810000
1114016200103310070,4340000
1114016200103490070,5280000
1114016200103530070,4006000
1114016200103660070,3025000
1114016200103690070,6750000
1114016200103730070,8930000
1114016200103770070,1386000
1114016200104320070,940500
1117013000102120070,4733000
1117013000102140070,3647000
1117013000102150070,1445000
1117013000102240070,1623000
1117013000102430070,4512000
1117013000102510070,5208000
1117013000102580070,7393000
1117013000102600070,5274000
1117013000102610070,6010000
1117013100100600070,1765000
1117013100106570070,9020000
1117013100106830070,6356000
1117013100106840070,2263000
1117013100107330070,10200000
1114014300100560071,4329000
1114014300100620071,9984000
1114014400101860071,3692000
1114014400101910071,1415000
1114014400101920071,4140000
1114014400102000071,3707000
1114014400200140071,243000
1114016200103080071,1758000
1114016200103210071,1329000
1114016200103310071,1432000
1114016200103330071,5020000
1114016200103400071,9298000
1114016200103530071,1362000
1114016200103660071,3025000
1114016200103720071,3950000
1114016200103730071,6750000
1117013000101180071,4627000
1117013000101930071,5538000
1117013000102100071,10870000
1117013000102120071,1597000
1117013000102140071,3841000
1117013000102150071,4117000
1117013000102240071,1623000
1117013000102510071,5678000
1117013000102580071,7478000
1117013000102600071,5216000
1117013100100600071,10680000
1117013100106830071,7000000
1117013100106840071,6174000
1117013100107330071,3333000
1114014300100560072,4284000
1114014400101860072,3261000
1114014400101910072,1415000
1114014400101920072,3010000
1114014400101930072,4290000
1114014400200140072,280000
1114016200102940072,8310000
1114016200103210072,6810000
1114016200103310072,1432000
1114016200103370072,1412000
1114016200103400072,2757000
1114016200103660072,3718000
1114016200103720072,3950000
1114016200103730072,6615000
1114016200103770072,4057000
1114016200104320072,3276000
1117013000101180072,12240000
1117013000101810072,1716000
1117013000101930072,4009000
1117013000102120072,4224000
1117013000102140072,3841000
1117013000102510072,1801000
1117013000102580072,7178000
1117013100106830072,7000000
1117013100107330072,10070000
1114014400101910073,1415000
1114014400101920073,2150000
1114014400101930073,4290000
1114014400200140073,280000
1114016200102940073,8310000
1114016200103090073,848100
1114016200103400073,9120000
1114016200103490073,4260000
1114016200103530073,3133000
1114016200103660073,4050000
1114016200103680073,7250000
1114016200103690073,5548000
1114016200103720073,3946000
1114016200103770073,3666000
1114016200104320073,3110000
1117013000101180073,10850000
1117013000101350073,9455000
1117013000101930073,4094000
1117013000102140073,1452000
1117013000102150073,4013000
1117013000102240073,1623000
1117013000102250073,4772000
1117013000102510073,5055000
1117013000102580073,7178000
1117013000102600073,4500000
1117013100106830073,24590000
1117013100107070073,3630000
1117013100107330073,3333000
1114014400101860074,4341000
1114014400101910074,1415000
1114014400101930074,4075000
1114014400200140074,3800000
1114016200103090074,2093000
1114016200103310074,1432000
1114016200103330074,5070000
1114016200103490074,1405000
1114016200103530074,6225000
1114016200103660074,7769000
1114016200103680074,7250000
1114016200103690074,5548000
1114016200103770074,4153000
1114016200103860074,1412000
1117013000101180074,12760000
1117013000101810074,16510000
1117013000101930074,4221000
1117013000102100074,4094000
1117013000102150074,4346000
1117013000102240074,1897000
1117013000102430074,4382000
1117013000102510074,5055000
1117013000102600074,3542000
1117013000102610074,5810000
1117013100106830074,6174000
1117013100107260074,4836000
1117013100107290074,18500000
1117013100107330074,3181000
1117013100107370074,9220000
1114014400101910075,5120000
1114014400101930075,3676000
1114014400102000075,3707000
1114014400200140075,3800000
1114016200103090075,3036000
1114016200103210075,2247000
1114016200103400075,1909000
1114016200103490075,4260000
1114016200103530075,6225000
1114016200103660075,3751000
1114016200103680075,1745000
1114016200103770075,1386000
1114016200103860075,1412000
1114016200104320075,3665000
1117013000101180075,12240000
1117013000101350075,10020000
1117013000102100075,4094000
1117013000102150075,4620000
1117013000102250075,5067000
1117013000102430075,4382000
1117013000102510075,5055000
1117013000102600075,4455000
1117013100106830075,2263000
1117013100107070075,11000000
1117013100107260075,3745000
1117013100107370075,9251000
1114014300100560076,1488000
1114014400101860076,2940000
1114014400101910076,5120000
1114014400101920076,4140000
1114014400101930076,3723000
1114014400102000076,3486000
1114016200103090076,2719000
1114016200103490076,4260000
1114016200103660076,4140000
1114016200103680076,7250000
1114016200103690076,11760000
1114016200103700076,9851000
1114016200103770076,3666000
1114016200103860076,1412000
1114016200104320076,3559000
1117013000101180076,12760000
1117013000101350076,10020000
1117013000102140076,5756000
1117013000102150076,4796000
1117013000102240076,4816000
1117013000102510076,5055000
1117013000102550076,6020000
1117013100106570076,9280000
1117013100106830076,7203000
1117013100107290076,1881000
1117013100107330076,9898000
1114014300100560077,7740000
1114014300100620077,3432000
1114014400101860077,3229000
1114014400102000077,5500000
1114014400200140077,1060000
1114016200103090077,2579000
1114016200103400077,8553000
1114016200103660077,7040000
1114016200103680077,7250000
1114016200103700077,1962000
1114016200103770077,1386000
1114016200103860077,1412000
1114016200104320077,3559000
1117013000101350077,10250000
1117013000102140077,5756000
1117013000102150077,4841000
1117013000102240077,5572000
1117013000102250077,5296000
1117013000102510077,5787000
1117013000102620077,1983000
1117013100100600077,7989000
1117013100106570077,8307000
1117013100106840077,7238000
1117013100107260077,5350000
1117013100107290077,1881000
1114013600100110078,4752000
1114014400101860078,3590000
1114014400101930078,3687000
1114016200102940078,8310000
1114016200103210078,3594000
1114016200103330078,5374000
1114016200103370078,3870000
1114016200103400078,1924000
1114016200103530078,4006000
1114016200103660078,3430000
1114016200103700078,4226000
1114016200103770078,3666000
1114016200103860078,4280000
1114016200104320078,3559000
1117013000101350078,9180000
1117013000101810078,5169000
1117013000101930078,1884000
1117013000102140078,1452000
1117013000102150078,3915000
1117013000102240078,5796000
1117013000102250078,14300000
1117013000102510078,5623000
1117013000102580078,2277000
1117013000102600078,4455000
1117013000200010078,360500
1117013100106830078,6174000
1117013100107260078,6394000
1114014400101860079,3229000
1114014400101920079,2001000
1114016200103210079,3594000
1114016200103330079,8471000
1114016200103370079,3870000
1114016200103490079,4260000
1114016200103660079,7769000
1114016200103680079,4321000
1114016200103690079,10200000
1114016200103770079,3704000
1114016200103860079,4280000
1117013000101180079,5019000
1117013000101350079,9282000
1117013000102150079,3692000
1117013000102240079,5139000
1117013000102510079,5055000
1117013000102580079,7620000
1117013000102600079,3505000
1117013000102620079,1659000
1117013000200010079,360500
1117013100106830079,6174000
1117013100106840079,6720000
1114014300100560080,2554000
1114014300100620080,3432000
1114014400101930080,4987000
1114014400200140080,1060000
1114016200103210080,3909000
1114016200103330080,8471000
